,name,all_possible_synonyms_tok
14602,Lactoyl Phytosphingosine,lactoyl phytosphingosine
14603,Lagerstroemia Speciosa Leaf Extract,lagerstroemia speciosa leaf extract
14604,Davidsonia Pruriens Fruit Extract,davidsonia pruriens fruit extract
14605,Lactococcus/Leuconostoc/Lactobacillus/Zygosaccharomyces/Milk Ferment,lactococcus/leuconostoc/lactobacillus/zygosaccharomyces/milk ferment
14606,Lapis Lazuli Extract,lapis lazuli extract
14607,Laneth-9 Acetate,laneth-9 acetate
14608,Larix Leptolepis Wood Extract,larix leptolepis wood extract
14609,Lathyrus Odoratus Leaf Extract,lathyrus odoratus leaf extract
14610,Lactobacillus/Wine Extract Ferment Filtrate,lactobacillus/wine extract ferment filtrate
14611,Hydrolyzed Oyster Extract,hydrolyzed oyster extract
14612,Laetiporus Sulphureus Mycelium Extract,laetiporus sulphureus mycelium extract
14613,Hydrolyzed Oyster Glycoprotein,hydrolyzed oyster glycoprotein
14614,Hydrolyzed Oyster Shell Extract,hydrolyzed oyster shell extract
14615,Lactuca Scariola Sativa Leaf Juice,lactuca scariola sativa leaf juice
14616,Lagerstroemia Indica Extract,lagerstroemia indica extract
14617,Laneth-10 Acetate,laneth-10 acetate
14618,Laneth-60,laneth-60
14619,Lanolin Ricinoleate,lanolin ricinoleate
14620,Kuroda's Sea Hare Secretion Extract,kuroda's sea hare secretion extract
14621,Landolphia Owariensis Extract,landolphia owariensis extract
14622,Laneth-20,laneth-20
14623,Laneth-50,laneth-50
14624,Lappula Squarrosa Seed Oil,lappula squarrosa seed oil
14625,Tallow Betaine,tallow betaine
14626,Lathyrus Japonicus Extract,lathyrus japonicus extract
14627,Lauralkonium Bromide,lauralkonium bromide
14628,Laneth-75,laneth-75
14629,Lantana Camara Flower/Leaf/Stem Extract,lantana camara flower/leaf/stem extract
14630,Lard Glyceride,lard glyceride
14631,Larixol,larixol
14632,Laurdimonium Chlorohydroxypropyl Chloride,laurdimonium chlorohydroxypropyl chloride
14633,Lauramide/Myristamide Dea,lauramide/myristamide dea
14634,Lanolinamide Dea,lanolinamide dea
14635,Lantana Camara Leaf Extract,lantana camara leaf extract
14636,Lapis Lazuli,lapis lazuli
14637,Larix Sibirica Needle Extract,larix sibirica needle extract
14638,Larrea Mexicana Extract,larrea mexicana extract
14639,Lauralkonium Chloride,lauralkonium chloride
14640,Lauraminopropylamine,lauraminopropylamine
14641,Larix Decidua Leaf Cell Extract,larix decidua leaf cell extract
14642,Larix Kaempferi Root Bark Extract,larix kaempferi root bark extract
14643,Lauramidopropyl Acetamidodimonium Chloride,lauramidopropyl acetamidodimonium chloride
14644,Saccharomyces/Camellia Sinensis Extract Ferment Filtrate,saccharomyces/camellia sinensis extract ferment filtrate
14645,Lauraminopropionic Acid,lauraminopropionic acid
14646,Laurdimonium Hydroxypropyl Decylglucosides Chloride,laurdimonium hydroxypropyl decylglucosides chloride
14647,Lauramidobutyl Guanidine Acetate,lauramidobutyl guanidine acetate
14648,Lauramidopropyl Dimethylamine Propionate,lauramidopropyl dimethylamine propionate
14649,Laureth-100,laureth-100
14650,Dimethicone Peg-8 Polyacrylate,dimethicone peg-8 polyacrylate
14651,Laureth-15,laureth-15
14652,Laurdimonium Hydroxypropyl (Arginine/Glutamic Acid/Isoleucine/Leucine/Lysine/Phenylalanine/Proline/Threonine/Valine),laurdimonium hydroxypropyl (arginine/glutamic acid/isoleucine/leucine/lysine/phenylalanine/proline/threonine/valine)
14653,Laureth-13 Carboxylic Acid,laureth-13 carboxylic acid
14654,Laureth-16,laureth-16
14655,Laurimino Bispropanediol,laurimino bispropanediol
14656,Laureth-5 Butyl Ether,laureth-5 butyl ether
14657,Lauroyl Beta-Alanine,lauroyl beta-alanine
14658,Laurdimoniumhydroxypropyl Laurylglucosides Chloride,laurdimoniumhydroxypropyl laurylglucosides chloride
14659,Laureth-11,laureth-11
14660,Laureth-13,laureth-13
14661,Laureth-14 Carboxylic Acid,laureth-14 carboxylic acid
14662,Laureth-8 Carboxylic Acid,laureth-8 carboxylic acid
14663,Methyloctenol,methyloctenol
14664,Lauriminodipropionic Acid,lauriminodipropionic acid
14665,Laureth-13 Pg-Hydroxyethylcellulose,laureth-13 pg-hydroxyethylcellulose
14666,Laurdimoniumhydroxypropyl Decylglucosides Chloride,laurdimoniumhydroxypropyl decylglucosides chloride
14667,Lauroyl Arginine,lauroyl arginine
14668,Laureth-17 Carboxylic Acid,laureth-17 carboxylic acid
14669,Laureth-2 Phosphate,laureth-2 phosphate
14670,Laureth-38,laureth-38
14671,Lauroyl Hydrolyzed Elastin,lauroyl hydrolyzed elastin
14672,Lauroyl Methylglucamide Laurate,lauroyl methylglucamide laurate
14673,Laureth-2 Acetate,laureth-2 acetate
14674,Laureth-6,laureth-6
14675,Cymbopogon Citratus Extract,cymbopogon citratus extract
14676,Laureth-3 Phosphate,laureth-3 phosphate
14677,Cyclohexanediol Dicaprylate,cyclohexanediol dicaprylate
14678,Lactobacillus/Phragmites Communis Root Extract Ferment Filtrate,lactobacillus/phragmites communis root extract ferment filtrate
14679,Lactobacillus/Perilla Frutescens Leaf Ferment Extract Filtrate,lactobacillus/perilla frutescens leaf ferment extract filtrate
14680,Chicken Neural Cell Conditioned Media,chicken neural cell conditioned media
14681,Sr-Shark Polypeptide-1,sr-shark polypeptide-1
14682,Lactobacillus/Paecilomyces Japonica Mycelium/Panax Ginseng Root Ferment Filtrate,lactobacillus/paecilomyces japonica mycelium/panax ginseng root ferment filtrate
14683,Lactobacillus/Milk/Calcium/Phosphorus/Magnesium/Zinc Ferment,lactobacillus/milk/calcium/phosphorus/magnesium/zinc ferment
14684,Lactobacillus/Rice/Camellia Sinensis Leaf/Taraxacum Platycarpum Ferment Extract,lactobacillus/rice/camellia sinensis leaf/taraxacum platycarpum ferment extract
14685,Cow Platelets,cow platelets
14686,Lactobacillus/Prunus Mume Flower Extract Ferment Filtrate,lactobacillus/prunus mume flower extract ferment filtrate
14687,Camellia Seed Oil/Hydrogenated Camellia Seed Oil Esters,camellia seed oil/hydrogenated camellia seed oil esters
14688,Kefiran,kefiran
14689,Kidachi Aloe Youjyuu Matsu,kidachi aloe youjyuu matsu
14690,Kadsura Coccinea Root Extract,kadsura coccinea root extract
14691,Kaempferia Parviflora Rhizome Water,kaempferia parviflora rhizome water
14692,Kalanchoe Gastonis-Bonnieri Leaf Extract,kalanchoe gastonis-bonnieri leaf extract
14693,Kazachstania/Kluyveromyces/Lactobacillus/Nonfat Milk Ferment Powder,kazachstania/kluyveromyces/lactobacillus/nonfat milk ferment powder
14694,Camellia Sinensis Leaf/Iron Hydroxide Powder,camellia sinensis leaf/iron hydroxide powder
14695,Kazachstania/Prunus Mume Fruit Extract Ferment Filtrate,kazachstania/prunus mume fruit extract ferment filtrate
14696,King Cobra Venom,king cobra venom
14697,Kjellmaniella Crassifolia Powder,kjellmaniella crassifolia powder
14698,Kluyveromyces/Lactobacillus/Acanthopanax Koreanum Bark/Stem Oil Ferment Filtrate,kluyveromyces/lactobacillus/acanthopanax koreanum bark/stem oil ferment filtrate
14699,Kluyveromyces/Lactobacillus/Camellia Japonica Seed Oil/Camphor Bark Extract Ferment Filtrate,kluyveromyces/lactobacillus/camellia japonica seed oil/camphor bark extract ferment filtrate
14700,Lanthanum Chloride,lanthanum chloride
14701,Kazachstania/Citrus Junos Fruit Extract Ferment Filtrate,kazachstania/citrus junos fruit extract ferment filtrate
14702,Kephalis,kephalis
14703,Gynura Bicolor Extract,gynura bicolor extract
14704,Kloeckaera/Saccharomyces/Leuconostoc/Grape Ferment,kloeckaera/saccharomyces/leuconostoc/grape ferment
14705,Kluyveromyces/Lactobacillus/Apricot Kernel Ferment Oil Filtrate,kluyveromyces/lactobacillus/apricot kernel ferment oil filtrate
14706,Kluyveromyces/Lactobacillus/Camellia Japonica Seed Oil Ferment Filtrate,kluyveromyces/lactobacillus/camellia japonica seed oil ferment filtrate
14707,Kluyveromyces/Lactobacillus/Lactococcus/Leuconostoc/Saccharomyces Milk Ferment,kluyveromyces/lactobacillus/lactococcus/leuconostoc/saccharomyces milk ferment
14708,Kerria Japonica Flower Extract,kerria japonica flower extract
14709,Kluyveromyces/Lactobacillus/Abies Grandis Leaf Oil Ferment Filtrate,kluyveromyces/lactobacillus/abies grandis leaf oil ferment filtrate
14710,Kluyveromyces/Lactobacillus/Ophiopogon Japonicus Root Oil Ferment Filtrate,kluyveromyces/lactobacillus/ophiopogon japonicus root oil ferment filtrate
14711,Kluyveromyces/Lactobacillus/Artemisia Princeps Leaf Oil Ferment Filtrate,kluyveromyces/lactobacillus/artemisia princeps leaf oil ferment filtrate
14712,Kluyveromyces/Lactobacillus/Evening Primrose Flower Oil Ferment Filtrate,kluyveromyces/lactobacillus/evening primrose flower oil ferment filtrate
14713,Kluyveromyces/Lactobacillus/Lycium Chinense Fruit Oil Ferment Filtrate,kluyveromyces/lactobacillus/lycium chinense fruit oil ferment filtrate
14714,Kluyveromyces/Lactobacillus/Pinus Koraiensis Seed Ferment Oil Filtrate,kluyveromyces/lactobacillus/pinus koraiensis seed ferment oil filtrate
14715,Laccase,laccase
14716,Kluyveromyces/Lactobacillus/Cinnamomum Camphora Bark Oil Ferment Filtrate,kluyveromyces/lactobacillus/cinnamomum camphora bark oil ferment filtrate
14717,Kluyveromyces/Lactobacillus/Lactococcus/Leuconostoc/Saccharomyces/Hydrolyzed Rice Protein Ferment Filtrate,kluyveromyces/lactobacillus/lactococcus/leuconostoc/saccharomyces/hydrolyzed rice protein ferment filtrate
14718,Kushenols/Kurarinone,kushenols/kurarinone
14719,Kluyveromyces/Lactobacillus/Plumeria Alba Flower Oil Ferment Filtrate,kluyveromyces/lactobacillus/plumeria alba flower oil ferment filtrate
14720,Kojylmethyl Dichlorobenzyl Piperazine,kojylmethyl dichlorobenzyl piperazine
14721,L-Menthanone,l-menthanone
14722,Kluyveromyces/Lactobacillus/Leuconostoc Soybean Ferment Filtrate,kluyveromyces/lactobacillus/leuconostoc soybean ferment filtrate
14723,Kluyveromyces/Lactobacillus/Sapindus Mukorossi Fruit Oil Ferment Filtrate,kluyveromyces/lactobacillus/sapindus mukorossi fruit oil ferment filtrate
14724,Kniphofia Uvaria Seed Oil,kniphofia uvaria seed oil
14725,Labisia Pumila Extract,labisia pumila extract
14726,Lactate Dehydrogenase,lactate dehydrogenase
14727,Kluyveromyces/Lactobacillus/Phaseolus Angularis Seed Oil Ferment Filtrate,kluyveromyces/lactobacillus/phaseolus angularis seed oil ferment filtrate
14728,Kluyveromyces/Lactobacillus/Sesame Seed Oil Ferment Filtrate,kluyveromyces/lactobacillus/sesame seed oil ferment filtrate
14729,Kluyveromyces/Saccharum Officinarum Stem Juice Extract Ferment Filtrate,kluyveromyces/saccharum officinarum stem juice extract ferment filtrate
14730,Kummerowia Striata Root Extract,kummerowia striata root extract
14731,L-Carvyl Propionate,l-carvyl propionate
14732,Lachancea/Hydrolyzed Rice Ferment Filtrate,lachancea/hydrolyzed rice ferment filtrate
14733,Kluyveromyces/Lactobacillus/Pinus Densiflora Leaf Oil Ferment Filtrate,kluyveromyces/lactobacillus/pinus densiflora leaf oil ferment filtrate
14734,Kochia Scoparia Fruit Extract,kochia scoparia fruit extract
14735,Krameria Cistoides Root Extract,krameria cistoides root extract
14736,Lachancea/Hydrolyzed Germinated Rice Grain Ferment Lysate Filtrate,lachancea/hydrolyzed germinated rice grain ferment lysate filtrate
14737,Lactamidopropyl Trimonium Chloride,lactamidopropyl trimonium chloride
14738,Labisia Pumila Leaf/Root Extract,labisia pumila leaf/root extract
14739,Lactis Serum Proteinum,lactis serum proteinum
14740,Lactobacillus/Artemisia Princeps Leaf Extract/Honeysuckle Flower Extract/Paeonia Albiflora Root Extract/Phellodendron Amurense Bark Extract Ferment Filtrate,lactobacillus/artemisia princeps leaf extract/honeysuckle flower extract/paeonia albiflora root extract/phellodendron amurense bark extract ferment filtrate
14741,Lactobacillus/Cocoa Fruit Ferment Filtrate,lactobacillus/cocoa fruit ferment filtrate
14742,Citrus Grandis Peel Powder,citrus grandis peel powder
14743,Lactobacillus/(Citrus Junos/Prunus Mume/Punica Granatum) Fruit Ferment Filtrate,lactobacillus/(citrus junos/prunus mume/punica granatum) fruit ferment filtrate
14744,Lactobacillus/Barley Extract Ferment Filtrate,lactobacillus/barley extract ferment filtrate
14745,Lactis Proteinum Extract,lactis proteinum extract
14746,Lactobacillus/(Angelica Acutiloba/Cnidium Officinale/Glycyrrhiza Glabra/Paeonia Albiflora) Root/ Schisandra Chinensis Fruit Ferment Extract Filtrate,lactobacillus/(angelica acutiloba/cnidium officinale/glycyrrhiza glabra/paeonia albiflora) root/ schisandra chinensis fruit ferment extract filtrate
14747,Lactobacillus/Agastache Rugosa Leaf/Stem Extract Ferment Filtrate,lactobacillus/agastache rugosa leaf/stem extract ferment filtrate
14748,Lactobaccillus/Hibiscus Sabdariffa Callus Culture Ferment Filtrate,lactobaccillus/hibiscus sabdariffa callus culture ferment filtrate
14749,Lactobacillus/(Coix Lacryma-Jobi Ma-Yuen Seed/Nelumbo Nucifera Seed/Sinapis Alba Seed/Soybean Seed/Germinated Rice Grain) Extract Ferment Filtrate,lactobacillus/(coix lacryma-jobi ma-yuen seed/nelumbo nucifera seed/sinapis alba seed/soybean seed/germinated rice grain) extract ferment filtrate
14750,Hydrolyzed Egg Protein,hydrolyzed egg protein
14751,Lactobacillus/Aloe Barbadensis Leaf/Liquidambar Styraciflua Ferment Filtrate,lactobacillus/aloe barbadensis leaf/liquidambar styraciflua ferment filtrate
14752,Defatted Egg Yolk Powder,defatted egg yolk powder
14753,Lactobacillus/Angelica Gigas Root Extract/Panax Ginseng Root Extract/Rubus Coreanus Fruit Extract/Schisandra Chinensis Fruit Extract Ferment Filtrate,lactobacillus/angelica gigas root extract/panax ginseng root extract/rubus coreanus fruit extract/schisandra chinensis fruit extract ferment filtrate
14754,Lactobacillus Lac/Calcium/Phosphorous/Magnesium/Zinc Ferment,lactobacillus lac/calcium/phosphorous/magnesium/zinc ferment
14755,Lactobacillus/(Cinnamomum Cassia/Magnolia) Bark/(Alpinia Officinarum/Angelica Gigas) Root Ferment Extract Filtrate,lactobacillus/(cinnamomum cassia/magnolia) bark/(alpinia officinarum/angelica gigas) root ferment extract filtrate
14756,Lactobacillus/Alfalfa Leaf/Brassica Napus Sprout/Cabbage Leaf/Panax Ginseng Berry/Wheat Germ Extract Ferment Filtrate,lactobacillus/alfalfa leaf/brassica napus sprout/cabbage leaf/panax ginseng berry/wheat germ extract ferment filtrate
14757,Lactobacillus/Antler Velvet Ferment Filtrate,lactobacillus/antler velvet ferment filtrate
14758,Myrica Gale Leaf Water,myrica gale leaf water
14759,Salvia Sclarea Flower/Leaf/Stem Water,salvia sclarea flower/leaf/stem water
14760,Lactobacillus/Bambusa Vulgaris Shoot Extract/Glycyrrhiza Glabra Root Extract/Luffa Cylindrica Fruit Extract/Morus Alba Root Extract/Pueraria Lobata Root Extract Ferment Filtrate,lactobacillus/bambusa vulgaris shoot extract/glycyrrhiza glabra root extract/luffa cylindrica fruit extract/morus alba root extract/pueraria lobata root extract ferment filtrate
14761,Lactobacillus/Candida Nivariensis/Pichia/Hibiscus Sabdariffa Fruit Ferment Extract,lactobacillus/candida nivariensis/pichia/hibiscus sabdariffa fruit ferment extract
14762,Lactobacillus/Dendropanax Morbiferus Sap Ferment Filtrate,lactobacillus/dendropanax morbiferus sap ferment filtrate
14763,Lactobacillus/Astragalus Membranaceus Root Extract Ferment Filtrate,lactobacillus/astragalus membranaceus root extract ferment filtrate
14764,Lactobacillus/Changbai Ginseng Ferment Filtrate,lactobacillus/changbai ginseng ferment filtrate
14765,Lactobacillus/Chrysanthemum Zawadskii Flower/Gleditsia Japonica Fruit/Thuja Orientalis Leaf/Morus Alba Bark/Panax Ginseng Root/Artemisia Vulgaris Extract Ferment Filtrate,lactobacillus/chrysanthemum zawadskii flower/gleditsia japonica fruit/thuja orientalis leaf/morus alba bark/panax ginseng root/artemisia vulgaris extract ferment filtrate
14766,Lactobacillus/Lactococcus/Chondrus Ocellatus Ferment Filtrate,lactobacillus/lactococcus/chondrus ocellatus ferment filtrate
14767,Lactobacillus/Erigeron Annuus Ferment Extract Filtrate,lactobacillus/erigeron annuus ferment extract filtrate
14768,Lactobacillus/Grape Fruit Juice/Sodium Glutamate Ferment,lactobacillus/grape fruit juice/sodium glutamate ferment
14769,Lactobacillus/Curcurbita Pepo Fruit Ferment Extract,lactobacillus/curcurbita pepo fruit ferment extract
14770,Lactobacillus/Eleuthero Root Extract Ferment Filtrate,lactobacillus/eleuthero root extract ferment filtrate
14771,Lactobacillus/Lac Ferment,lactobacillus/lac ferment
14772,Lactobacillus/Leuconostoc/Saccharomyces/Oenanthe Javanica Leaf/Stem Ferment Filtrate,lactobacillus/leuconostoc/saccharomyces/oenanthe javanica leaf/stem ferment filtrate
14773,Lactobacillus/Phaseolus Angularis Seed Extract Ferment Extract Filtrate,lactobacillus/phaseolus angularis seed extract ferment extract filtrate
14774,Lactobacillus/Cornus Officinalis Fruit/Angelica Acutiloba Root/Deer Antler/Thyme Ferment Filtrate,lactobacillus/cornus officinalis fruit/angelica acutiloba root/deer antler/thyme ferment filtrate
14775,Lactobacillus/Date Fruit Ferment Filtrate,lactobacillus/date fruit ferment filtrate
14776,Lactobacillus/Eriodictyon Californicum Ferment Filtrate,lactobacillus/eriodictyon californicum ferment filtrate
14777,Nicotiana Benthamiana R-Jellyfish Polypeptide-1,nicotiana benthamiana r-jellyfish polypeptide-1
14778,Lactobacillus/Hydrolyzed Coix Lacryma-Jobi Ma-Yuen Embryo/Endosperm Ferment Filtrate,lactobacillus/hydrolyzed coix lacryma-jobi ma-yuen embryo/endosperm ferment filtrate
14779,Lactobacillus/Dendropanax Morbiferus Leaf/Stem Extract Ferment Filtrate,lactobacillus/dendropanax morbiferus leaf/stem extract ferment filtrate
14780,Lactobacillus/Hydrolyzed Coix Lacryma-Jobi Ma-Yuen Seed Ferment Filtrate Extract,lactobacillus/hydrolyzed coix lacryma-jobi ma-yuen seed ferment filtrate extract
14781,Lactobacillus/Ledum Palustre/Artemisia Capillaris/Houttuynia Cordata/Saururus Chinensis Leaf Extract Ferment Filtrate,lactobacillus/ledum palustre/artemisia capillaris/houttuynia cordata/saururus chinensis leaf extract ferment filtrate
14782,Lactobacillus/Lac/Calcium/Phosphorus/Magnesium/Zinc Ferment,lactobacillus/lac/calcium/phosphorus/magnesium/zinc ferment
14783,Lilium Candidum Bulb Extract,lilium candidum bulb extract
14784,Cucurbita Pepo Seed Extract,cucurbita pepo seed extract
