Ingredient ID,Ingredient,Usage,No.of products contained in
19864,Papenfussiella Kuromo Extract,"Preservative, Antioxidant",0
19865,Halimeda Opuntia Extract,Emollient,0
19866,Alpha-Methyl-Beta-Ionone,Perfuming,0
19867,Bacillus/Monascus/Germinated Leo...,"Emollient, Skin Conditioning, Antioxidant",0
19868,Cinnamomum Cassia Oil,"Masking, Perfuming",0
19869,Tristeardimoniumacetyl Castor Oi...,Emollient,0
19870,Alpha-Ionyl Acetate,Perfuming,0
19871,Gnaphalium Leontopodium Flower/L...,Skin Conditioning,0
19872,Peg-75 Meadowfoam Oil,"Emollient, Emulsifying",2
19873,Leontopodium Himalayanum/Jacotia...,Antioxidant,0
19874,Peg-3 Ppg-20 Succinate,Emollient,0
19875,Bis(Cyano Butylacetate) Anthrace...,Skin Conditioning,3
19876,Acacia Farnesiana Flower Extract,Perfuming,7
19877,Alpha-Terpinene,Perfuming,2
19878,Dihydroquercetin,Antioxidant,1
19879,Alpinia Calcarata Rhizome/Root E...,Skin Conditioning,0
19880,Behenyl Hydroxyethyl Imidazoline,"Antistatic, Hair Conditioning",0
19881,Gallus Extract,"Moisturising, Skin Conditioning",0
19882,Heart Hydrolysate,Hair Conditioning,3
19883,Mipa-Cocoyl Sarcosinate,Cleansing,3
19884,Magnolia Kobus Branch/Flower/Lea...,Skin Conditioning,4
19885,Peg-2 Phenyl Ether,Solvent,0
19886,Alpha-Santalyl Butyrate,Perfuming,0
19887,Delphinium Consolida/Lonicera Ca...,Skin Conditioning,0
19888,Alpinia Japonica Rhizome Extract,Skin Conditioning,0
19889,Triteleia Ixioides Flower Extract,Masking,0
19890,Mahonia Aquifolium Flower/Leaf/S...,Skin Conditioning,1
19891,Alpinia Speciosa Root/Seed/Stem ...,Skin Conditioning,0
19892,Peg-20 Methyl Glucose Distearate,"Emollient, Emulsifying",2
19893,Alphitonia Excelsa Leaf Extract,Surfactant,0
19894,Alpinia Intermedia Seed Powder,"Emollient, Skin Conditioning",0
19895,Alpinia Zerumbet Leaf Extract,"Antimicrobial, Antiseborrhoeic",0
19896,Alpinia Speciosa Flower/ Leaf/Se...,"Preservative, Antioxidant",0
19897,Acrylates/Hydroxyesters Acrylate...,Film Forming,4
19898,C12-13 Pareth-15,Emulsifying,0
19899,C12-14 Hydroxyalkyl Hydroxydimer...,"Emollient, Skin Conditioning",0
19900,Cucumis Sativus Callus Extract,"Antioxidant, Skin Protecting",0
19901,Triticum Aestivum Flour Lipids,Skin Conditioning,0
19902,Alpinia Formosana Seed Water,"Emollient, Skin Conditioning",0
19903,Parachlorella Beijerinckii Extract,Humectant,0
19904,C12-14 Hydroxyalkyl Maltitol Ether,"Emollient, Skin Conditioning",0
19905,C12-14 Sec-Pareth-20,"Emulsifying, Emulsion Stabilising",0
19906,Triticum Aestivum Germ Oil,Emollient,0
19907,Pyrus Communis Seed Extract,Skin Conditioning,1
19908,5-Hexen-2-One,Perfuming,0
19909,Ledum Groenlandicum Extract,"Masking, Tonic",5
19910,C12-14 Pareth-9,Cleansing,0
19911,C12-14 Sec-Pareth-50,"Emulsifying, Emulsion Stabilising",0
19912,Hydroxymethyl Dioxoazabicyclooctane,Antimicrobial,0
19913,Alpinia Katsumadae Fruit Extract,Skin Conditioning,0
19914,Acrylates/Steareth-20 Methacryla...,Film Forming,7
19915,Dimethicone Peg/Ppg-7/4 Phosphate,"Cleansing, Emulsifying",0
19916,Alpinia Intermedia Leaf/Stem Water,"Emollient, Skin Conditioning",0
19917,Dimethicone Propylethylenediamin...,"Emollient, Skin Conditioning",0
19918,Alpinia Uraiensis Stalk/Leaf Water,Antioxidant,0
19919,Alpinia Officinarum Leaf Extract,Skin Conditioning,0
19920,Althaea Rosea Extract,"Emollient, Humectant, Skin Conditioning",0
19921,Althaea Officinalis Callus Cultu...,"Humectant, Skin Conditioning, Antioxidant",0
19922,Aluminum Bromohydrate,Astringent,0
19923,Alpinia Speciosa Flower/Leaf/Ste...,"Antimicrobial, Emollient, Skin Conditioning",0
19924,Dimethicone/Phenyl Silsesquioxan...,Absorbent,0
19925,Dimethicone/Bis-Vinyldimethicone...,Skin Conditioning,0
19926,C12-15 Pareth-12 Oleate,"Emollient, Skin Conditioning",0
19927,C12-15 Pareth-2 Phosphate,Emulsifying,0
19928,Dimethicone Peg-8 Succinate,Skin Conditioning,0
19929,C12-14 Sec-Pareth-3,"Emulsifying, Emulsion Stabilising",0
19930,C9-15 Pareth-8,Emulsifying,0
19931,Dimethiconol Cysteine,Hair Conditioning,1
19932,C12-14 Sec-Pareth-9,"Emulsifying, Emulsion Stabilising",0
19933,C12-15 Pareth-10 Phosphate,"Cleansing, Emulsifying",0
19934,Bis-Hema Poly(Glycol/Tmp Adipate...,Film Forming,0
19935,Paraxanthine,Skin Conditioning,0
19936,Serica Powder,"Skin Conditioning, Smoothing",4
19937,Dimethicone Peg/Ppg-12/4 Phosphate,"Cleansing, Emulsifying",0
19938,Viscum Album,Soothing,3
19939,Monascus/Lavender Flower/Rice Br...,"Emollient, Humectant, Skin Conditioning",0
19940,Peg-3 Tallow Aminopropylamine,Emulsifying,0
19941,Alstonia Scholaris Bark Extract,"Skin Protecting, Buffering",0
19942,Althaea Rosea Callus Culture Ext...,Skin Conditioning,0
19943,Ci 16230,Cosmetic Colorant,0
19944,Alpinia Zerumbet Leaf Powder,"Skin Conditioning, Antioxidant",0
19945,Phosphorus Pentoxide,Buffering,1
19946,Sodium Cocoyl Hydrolyzed Wheat P...,Skin Conditioning,8
19947,Aluminum Behenate,Emulsion Stabilising,0
19948,Aluminum Chlorohydrex Pg,Astringent,0
19949,Ppg-9 Glyceryl Ether,Emulsifying,0
19950,Alpinia Speciosa Leaf Water,"Antimicrobial, Emollient, Skin Conditioning",0
19951,Alpinia Zerumbet Leaf/Stem Water,"Emollient, Skin Conditioning",0
19952,Cadinene,Perfuming,0
19953,Hydrolyzed Glucosyl Stevioside,"Antiseborrhoeic, Skin Conditioning, Antioxidant",0
19954,Alpinia Zerumbet Seed Water,"Emollient, Skin Conditioning",0
19955,Alternanthera Sessilis Oil,Hair Conditioning,0
19956,Parallelostrombidium Siculum Ext...,Skin Conditioning,0
19957,Althaea Rosea Callus Extract,"Emollient, Humectant, Skin Conditioning",0
19958,Phytosphingosine Phosphate,Skin Conditioning,1
19959,Sodium Lauroyl Ethylenediamine T...,"Antistatic, Chelating, Foam Boosting",1
19960,Actinidia Chinensis Seed Extract,Skin Conditioning,3
19961,Dimethicone Peg-8 Olivate,Skin Conditioning,0
19962,Dimethicone Peg-7 Succinate,Skin Conditioning,0
19963,Valeriana Officinalis Root Extract,Skin Conditioning,2
19964,Dimethicone Hydroxypropyl Trimon...,"Antistatic, Hair Conditioning",0
19965,"Alpha, Gamma,Gamma-Trimethylcycl...",Perfuming,0
19966,Alpha-Methyl-Alpha-Ionone,Perfuming,2
19967,Aloe Tomentosa Leaf Extract,"Humectant, Skin Conditioning",0
19968,Tristearin,Skin Conditioning,6
19969,Carthamus Tinctorius Flower Water,Skin Conditioning,0
19970,Grifola Frondosa Root/Rice Seed/...,"Emollient, Skin Conditioning",0
19971,Ppg-3 Hydrogenated Castor Oil,Skin Conditioning,1
19972,Solum Diatomeae,"Absorbent, Abrasive",12
19973,Dimyristyl Phosphate,"Cleansing, Emulsifying",1
19974,Shorea Robusta Leaf Extract,Astringent,0
19975,Brachiaria Mutica Extract,Antioxidant,0
19976,Tea-Rosinate,Cleansing,1
19977,Botryocladia Adhaerens Callus Ex...,"Skin Conditioning, Antioxidant, Skin Protecting",0
19978,Germinated Carthamus Tinctorius ...,"Skin Conditioning, Antioxidant",0
19979,Sodium Coco Sulfoacetate,"Cleansing, Emulsifying",1
19980,Lithops Pseudotruncatella Callus...,Skin Conditioning,3
19981,Perfluorobutylethyl Dimethicone,"Humectant, Skin Conditioning",1
19982,Euonymus Sachalinensis Bark Extract,Skin Conditioning,0
19983,Andesite Extract,Skin Conditioning,0
19984,Medicago Sativa Seed Extract,Skin Conditioning,8
19985,Thiomorpholinone,"Skin Conditioning, Antioxidant",0
19986,Disodium Ascorbyl Sulfate,Antioxidant,1
19987,Solvent Yellow 172,Hair Dyeing,0
19988,Fragaria Chiloensis Fruit Juice,Skin Conditioning,1
19989,Germinated Carthamus Tinctorius ...,"Skin Conditioning, Antioxidant",0
19990,Citrus Tankan Fruit Water,Humectant,0
19991,Dimethicone Peg-7 Avocadoate,"Emollient, Skin Conditioning",0
19992,Dimethicone Peg-10 Phosphate,"Cleansing, Emulsifying",0
19993,"Ethyl Trans-3,7-Dimethylocta-2,6...",Perfuming,0
19994,Sh-Polypeptide-50,Skin Conditioning,4
19995,Hydroxybenzomorpholine,Hair Dyeing,0
19996,Hydroxynonanone,Perfuming,0
19997,Guaiacum Officinale Wood Extract,"Perfuming, Skin Conditioning",1
19998,Ci 59040,Cosmetic Colorant,1
19999,Calcium Caseinate,Skin Conditioning,0
20000,C10-12 Alkane/Cycloalkane,Solvent,0
20001,C10-16 Alcohols,"Emollient, Skin Conditioning",0
20002,Peg-30 Hydrogenated Castor Oil,Emulsifying,1
20003,C1-8 Alkyl Tetrahydroxycyclohexa...,Skin Conditioning,0
20004,Babassu Acid,"Cleansing, Emulsion Stabilising, Buffering",0
20005,C10-11 Aromatic Hydrocarbons,Solvent,0
20006,Acetaldehyde,Masking,2
20007,Grifola Frondosa /(Panax Ginseng...,"Emollient, Skin Conditioning",0
20008,"2,3-Diethylpyrazine",Perfuming,0
20009,Hydroxypropylammonium Gluconate,Humectant,22
20010,Citrus Species Peel Oil Expressed,Perfuming,0
20011,Pentyl Rhamnoside,Skin Conditioning,2
20012,C10-11 Isoparaffin,Solvent,0
20013,Thuja Occidentalis Bark Extract,Skin Conditioning,1
20014,C12-20 Isoparaffin,"Emollient, Skin Conditioning, Solvent",2
20015,Phenethyl Methacrylate,Perfuming,0
20016,C11-13 Pareth-6,"Cleansing, Emulsifying",0
20017,C10-14 Alkyl Benzenesulfonic Acid,"Cleansing, Foaming",0
20018,C10-16 Pareth-2,Cleansing,0
20019,C10-40 Isoalkyl Acid,"Emollient, Skin Conditioning",0
20020,Paecilomyces Japonica Mycelium/A...,"Humectant, Skin Conditioning",0
20021,Grifola Frondosa Root/ Rice Seed...,"Emollient, Skin Conditioning",0
20022,Acetobacter/Saccharomyces/Raspbe...,Skin Conditioning,0
20023,Hydrogenated Castor Oil Cetyl Es...,"Emulsion Stabilising, Skin Conditioning",0
20024,Phenethyl Methyl Ethyl Carbinol,Perfuming,0
20025,7-Methyl-3-Methyleneoct-6-Enal,Perfuming,0
20026,Ppg-6-Decyltetradeceth-20,Emulsifying,1
20027,Hexyl Dimethylolpropionate,"",1
20028,Nannochloropsis Oculata Extract,"Humectant, Skin Conditioning",24
20029,Cymbidium Great Flower Flower/St...,"Emollient, Skin Conditioning",0
20030,Dimethicone Peg-7 Lactate,Skin Conditioning,0
20031,Dimethicone Peg-8 Avocadoate,"Emollient, Emulsifying, Skin Conditioning",0
20032,Diisopropyl Ethyl Cinnamate,UV Absorber,0
20033,Ceratonia Siliqua Gum,"Emollient, Emulsion Stabilising, Masking",148
20034,Disodium Lauriminodiacetate,Cleansing,4
20035,C10-16 Pareth-1,"Cleansing, Emollient",0
20036,C10-30 Alkyl Methacrylate,"",0
20037,Octyldodecyl Olivate,Skin Conditioning,2
20038,Dimer Dilinoleyl Isostearate,"Emollient, Skin Conditioning",0
20039,Grifola Frondosa Root/ Rice Seed...,"Skin Conditioning, Antioxidant",0
20040,Ethylhexyl Myristate,Emollient,0
20041,Sodium Cyclodextrin Sulfate,Emulsion Stabilising,0
20042,Ptychopetalum Olacoides Leaf Ext...,Skin Conditioning,0
20043,Sh-Polypeptide-98 Hexapeptide-40,"Humectant, Skin Conditioning",1
20044,Paecilomyces Japonica Mycelium/P...,Skin Conditioning,0
20045,Trisodium Fructose Diphosphate,Antioxidant,2
20046,Camphylcyclohexanol,"Masking, Perfuming",0
20047,Eysenhardtia Polystachya Wood Ex...,Skin Conditioning,1
20048,C10-40 Hydroxyalkyl Acid Cholest...,Skin Conditioning,0
20049,Silanetriol Melaninate,Skin Conditioning,1
20050,C11-13 Pareth-10,"Cleansing, Emulsifying",0
20051,Smithsonite,Astringent,1
20052,C12-13 Alkane/Cycloalkane,Solvent,0
20053,Disodium Sebacoyl Bis-Lauramidol...,Skin Conditioning,1
20054,Apocynum Venetum Leaf/Stem Extract,"Humectant, Skin Conditioning",0
20055,C12-14 Alkyl Diaminoethylglycine...,"Cleansing, Emulsifying",0
20056,Paecilomyces Japonica Mycelium/G...,"Humectant, Skin Conditioning",0
20057,Berberis Vulgaris Fruit Extract,"Emollient, Skin Conditioning",0
20058,Xylityl Caprylate,"Humectant, Skin Conditioning",0
20059,Dimethiconyl Silicate,"",2
20060,Hydrogenated Japan Wax,Skin Conditioning,1
20061,Dimethicone Peg-15 Acetate,"Emulsifying, Skin Conditioning",0
20062,Trans-2-Hexenyl Salicylate,Perfuming,0
20063,Botrytis Cinerea/Ginseng Fruit F...,"Emollient, Skin Conditioning",0
20064,Dimethicone Peg-7 Sulfate,Skin Conditioning,0
20065,Silicone Quaternium-26,"Emollient, Skin Conditioning",4
20066,Magnesium Peroxide,Oxidising,0
20067,Sunstone Powder,Skin Conditioning,1
20068,Bougainvillea Glabra Flower Extract,Skin Conditioning,0
20069,Acetyl Beta-Alanyl Tripeptide-50,Skin Conditioning,0
20070,Brassica Napus Flower Extract,Skin Conditioning,0
20071,Paecilomyces Japonica/Cynanchum ...,Skin Conditioning,0
20072,Trisodium Lauroampho Pg-Acetate ...,Cleansing,0
20073,Allium Tuberosum Seed Extract,Skin Conditioning,6
20074,Brassica Oleracea Italica Sprout...,"Cleansing, Skin Conditioning",0
20075,Phenethyl Salicylate,Perfuming,0
20076,Isopropyl-Alpha-Methylcinnamalde...,Perfuming,0
20077,Distearyl Epoxypropylmonium Chlo...,"Antistatic, Hair Conditioning",0
20078,Acetobacter/Lycium Chinense Frui...,Skin Conditioning,0
20079,Peg-7 Tallow Amine,Emulsifying,0
20080,Trisodium Resveratrol Triphosphate,"Skin Conditioning, Antioxidant",0
20081,Alpha-Ethoxyphenetole,Perfuming,0
20082,2-Methyl-1-Naphthol,Hair Dyeing,1
20083,Tripeptide-9 Citrulline,Skin Conditioning,0
20084,Aloesin,Skin Conditioning,1
20085,Oxidized Microcrystalline Wax,Viscosity Controlling,0
20086,Quercus Acuta Branch/Leaf Extract,Skin Conditioning,1
20087,Gamma-Caprolactone,"Masking, Perfuming",1
20088,C8-12 Alkyl Glucosidyl Hydroxycy...,Skin Conditioning,0
20089,Tinospora Cordifolia Stem Extract,Skin Conditioning,1
20090,Leontopodium Alpinum Root Extract,Skin Conditioning,0
20091,Tristaniopsis Laurina Leaf Extract,"Skin Conditioning, Antioxidant",0
20092,Phenylethylpyridine,Perfuming,0
20093,Heptacodium Miconioides Flower E...,Skin Conditioning,0
20094,Aspergillus/Soybean Germ Ferment...,Antioxidant,0
20095,4-Methylquinoline,Perfuming,0
20096,Pvp-Hydrogen Peroxide,Astringent,0
20097,Cynara Scolymus Extract,"",0
20098,Cetearyl Candelillate,"Emollient, Skin Conditioning, Skin Protecting",0
20099,Dimethicone Peg-8 Lanolate,"Emollient, Skin Conditioning",0
20100,Paecilomyces Japonica/Deer Antle...,Skin Conditioning,0
20101,Dimethicone Peg-8 Phosphate,"Emollient, Skin Conditioning",0
20102,Leontopodium Alpinum Flower/Leaf...,"Emollient, Humectant, Skin Conditioning",5
20103,Akebia Quinata Seed Extract,Skin Protecting,0
20104,Buttermilk Extract Powder,"Emollient, Emulsion Stabilising, Humectant",0
20105,Ethyl Trimethylcyclopentene Butenol,"Masking, Perfuming",2
20106,C9-11 Pareth-40,Emulsion Stabilising,0
20107,Aminopentyl Guanine,"",0
20108,"Alpha,3,3-Trimethylcyclohexylmet...",Perfuming,0
20109,Papaver Rhoeas Flower Water,"Astringent, Masking",0
20110,Sodium Arachidate,"Emulsifying, Emulsion Stabilising, Buffering",0
20111,Alpha-Gastrodin,Skin Conditioning,0
20112,Methylundecanal Dimethyl Acetal,Perfuming,0
20113,Mevalonoyl Pentapeptide-39,"Antioxidant, Skin Protecting",0
20114,Gleditsia Japonica Fruit Extract,Skin Conditioning,3
20115,Saccharomyces/Helianthus Annuus ...,Antioxidant,0
20116,Trisodium Ascorbyl Isopalmitate ...,"Skin Conditioning, Antioxidant",0
20117,Botrychium Ternatum Extract,"Antimicrobial, Humectant, Skin Conditioning",0
20118,Helianthus Annuus Seedcake Extract,Skin Conditioning,0
20119,Sodium Oxymethylene Sulfoxylate,Reducing,0
20120,Tyrosyl Histidine Hcl,Antioxidant,0
20121,Spiraea Prunifolia Branch/Leaf E...,Skin Conditioning,0
20122,Sodium Ricinoleamidopropyl Pg-Di...,"Cleansing, Emulsifying",0
20123,Trimethylolpropane Tris-Mercapto...,"",0
20124,Sodium Hydrogenated Palmate,Cleansing,0
20125,Sodium Ma/Vinyl Alcohol Copolymer,"Binding, Film Forming",1
20126,Distarch Phosphate Acetate,Stabilising,0
20127,Sodium Milkamidopropyl Pg-Dimoni...,Cleansing,0
20128,Sodium Peg-8 Palm Glycerides Car...,Cleansing,0
20129,Sodium Isostearoamphopropionate,"Cleansing, Foaming",0
20130,Sodium Laurate/Linoleate/Oleate/...,"Emollient, Skin Conditioning, Skin Protecting",0
20131,Sodium Oleoamphopropionate,"Cleansing, Foaming",0
20132,Trimethylolpropane Tristearate,"Emollient, Skin Conditioning",0
20133,Sodium Sucrose Octasulfate,Skin Conditioning,0
20134,Sorbitan Undecylenate,Emulsifying,0
20135,Sodium Octoxynol-9 Sulfate,"Cleansing, Emulsifying",0
20136,Sodium Piperazinoethyl Acetate E...,Skin Conditioning,0
20137,Sorghum Vulgare Seed/Skin/Stalk ...,Skin Conditioning,0
20138,Soydimonium Hydroxypropyl Hydrol...,Antistatic,0
20139,Soyamidoethyldimonium/Trimonium ...,"Antistatic, Hair Conditioning",0
20140,Sodium Stearoyl Chondroitin Sulfate,Skin Conditioning,0
20141,Methylbutenes,Solvent,0
20142,Sodium Tallamphopropionate,"Cleansing, Foaming",0
20143,Sodium/Tea-Lauroyl Hydrolyzed Co...,"Cleansing, Skin Conditioning",0
20144,Sorbeth-150 Hexastearate,Viscosity Controlling,0
20145,Sorbeth-6 Hexastearate,Emulsifying,0
20146,Sodium Undecylenoyl Glutamate,"Cleansing, Skin Conditioning",0
20147,Sodium Thiooctoyl/Formoyl Hyalur...,Humectant,0
20148,Rubus Arcticus Callus Extract,"Antimicrobial, Humectant, Skin Conditioning",1
20149,Disteareth-5 Lauroyl Glutamate,Emollient,0
20150,Solanum Dulcamara Stem Extract,Skin Conditioning,0
20151,Soldanella Alpina Extract,Skin Conditioning,0
20152,Sodium Trideceth-4 Carboxylate,Cleansing,0
20153,Solanum Quitoense Fruit Juice,Skin Conditioning,0
20154,Soymilk Isoflavones,"Humectant, Skin Conditioning, Antioxidant",1
20155,Stearyl Linoleate,"Emollient, Skin Conditioning",0
20156,Sterculia Platanifolia Flower/Le...,Skin Conditioning,0
20157,Sorbeth-2 Hexaoleate,"Emollient, Skin Conditioning",0
20158,Sorbeth-7,"Emollient, Emulsifying",0
20159,Spotted Lanternfly Extract,"Skin Conditioning, Skin Protecting",0
20160,1-Penten-3-Ol,Perfuming,0
20161,Sr-Dog Polypeptide-2,"Antioxidant, Skin Protecting",0
20162,Steardimonium Hydroxypropyl Hydr...,Skin Conditioning,0
20163,Stearoyl Leucine,"Emulsifying, Skin Conditioning",0
20164,Stigmasteryl Succinate,"Emollient, Emulsion Stabilising",0
20165,Sr-Egyptian Scorpion Oligopeptide-1,Skin Conditioning,0
20166,Stearamido Dihydroxycholanoic Acid,"Emollient, Skin Conditioning",0
20167,Steareth-200,Emulsifying,0
20168,Steareth-60 Cetyl Ether,Viscosity Controlling,0
20169,Stearyl Dimethicone Pg-Diethoniu...,Hair Conditioning,0
20170,Stephanandra Incisa Stem Extract,"Antimicrobial, Astringent, Emollient",0
20171,Sr-Enterobacteria Phage T7 Polyp...,"",0
20172,Sterculia Scaphigera Seed Extract,"Humectant, Skin Conditioning",0
20173,Sturgeon Coelomic Fluid Filtrate,"Humectant, Skin Conditioning",0
20174,Stearalkonium Dimethicone Peg-8 ...,Hair Conditioning,0
20175,Steardimonium Ethyl Cetyl Phosphate,Skin Conditioning,0
20176,Stearoyl Stearamide Mea,"Humectant, Skin Conditioning, Skin Protecting",0
20177,Methylspermidine Maleate,Hair Conditioning,0
20178,Stemmacantha Carthamoides Root E...,Skin Protecting,0
20179,Stereospermum Suaveolens Root Po...,Skin Conditioning,0
20180,Stewartia Koreana Leaf Extract,Skin Conditioning,0
20181,Streptomyces Subrutilus/Apricot ...,Skin Conditioning,0
20182,Suaeda Salsa Extract,"Preservative, Skin Conditioning",0
20183,Zinc Pyridoxal 5-Phosphate,"Skin Conditioning, Antioxidant",0
20184,Streptococcus Zooepidemicus/Whea...,Skin Conditioning,0
20185,Sterculia Platanifolia Branch/Le...,Skin Conditioning,0
20186,Steviol Glycosides/Reynoutria Ja...,Antioxidant,0
20187,Streptomyces Lividans Ferment Fi...,"Humectant, Skin Conditioning",0
20188,Suaeda Maritima Flower/Leaf/Stem...,Emollient,0
20189,Trimethylpentanediol/Isophthalic...,"Film Forming, Viscosity Controlling",0
20190,Stigmasteryl Isostearate,Skin Conditioning,0
20191,Succinoyl Collagen,Skin Conditioning,0
20192,Streptococcus Thermophilus/Milk ...,Skin Conditioning,0
20193,Streptomyces Avermitilis/Soybean...,"Skin Conditioning, Antioxidant, Skin Protecting",0
20194,Streptomyces Pulveraceus Ferment...,"Humectant, Skin Conditioning",0
20195,Cresyl Acetate,Perfuming,0
20196,Stryphnodendron Adstringens Bark...,Skin Conditioning,0
20197,Styrene/Acrylates/Acrylonitrile ...,"Opacifying, Film Forming, Viscosity Controlling",0
20198,Stillingia Sylvatica Root Extract,Antioxidant,0
20199,Sturgeon Extract,Skin Conditioning,0
20200,Streptococcus Zooepidemicus Extract,"Humectant, Skin Conditioning",0
20201,Strontium Chloride,"Skin Conditioning, Soothing",0
20202,Styralyl Propionate,Perfuming,0
20203,Sucrose Mortierellate,"Emollient, Emulsifying, Skin Conditioning",0
20204,Rubus Villosus Leaf Extract,Skin Conditioning,1
20205,Styrene/Acrylates/Dimethicone Ac...,Skin Conditioning,0
20206,Styrene/Stearyl Methacrylate Cro...,"Absorbent, Skin Conditioning",0
20207,Styrene/Allyl Benzoate Copolymer,"Film Forming, Viscosity Controlling",0
20208,Styryl Acetate,Perfuming,0
20209,Sucrose Hexaerucate,"Emollient, Emulsifying, Skin Conditioning",0
20210,Styrax Benzoin Gum Extract,Perfuming,1
20211,Sucrose Polylinoleate,"Emollient, Emulsifying, Skin Conditioning",0
